"","CHEMICAL_NAME","STUDY_TITLE","ACCESSION_NUMBER","ORGANIZATION_NAME","STUDY_CONCLUSION","DEPOSITOR_STUDY_NUMBER","DOSE","DOSE_UNIT","START_DATE","TRIAL_RESULT","MICROSOMAL_ACTIVATION_USED","MICROSOMAL_ACTIVATION_SPECIES","PROTOCOL_TYPE","GROUP_NAME","IS_CONTROL_GROUP","STRAIN","TREATMENT_GROUP_TYPE","SUBJECT_NAME","TIME_IN_STUDY","TIME_IN_STUDY_UNIT","BKGRD","COUNT","COUNT_UNIT","COUNT_SEM","COUNT_MEAN","newCount","logDose","RESULT"
"1751760","2-Aminoanthracene","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",20,"ug/Plate",2015-03-05,"Negative","10% RLI","Rat","Preincubation","4_12_20.0_ug/Plate_2-Aminoanthracene",TRUE,"eColi pKM101","Positive Control","4_12_20.0_ug/Plate_2-Aminoanthracene_A",2,"day",NA,1014,"count",NA,NA,1014,0.100832976604553,"0"
"1751762","2-Aminoanthracene","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",20,"ug/Plate",2015-03-05,"Negative","10% RLI","Rat","Preincubation","4_12_20.0_ug/Plate_2-Aminoanthracene",TRUE,"eColi pKM101","Positive Control","4_12_20.0_ug/Plate_2-Aminoanthracene_C",2,"day",NA,909,"count",NA,NA,909,0.101956781386125,"0"
"1751764","2-Nitrofluorene","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",3,"ug/Plate",2015-02-27,"Negative","No Activation","N/A","Preincubation","5_12_3.0_ug/Plate_2-Nitrofluorene",TRUE,"TA98","Positive Control","5_12_3.0_ug/Plate_2-Nitrofluorene_A",2,"day",NA,832,"count",NA,NA,832,0.127837272691767,"0"
"1751766","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",1000,"ug/Plate",2015-03-05,"Negative","10% RLI","Rat","Preincubation","4_5_1000.0_ug/Plate_Propylene glycol phenyl ether",NA,"eColi pKM101","Test Chemical","4_5_1000.0_ug/Plate_Propylene glycol phenyl ether_C",2,"day",NA,119,"count",NA,NA,119,0.0855660454344606,"0"
"1751769","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",2000,"ug/Plate",2015-03-05,"Negative","No Activation","N/A","Preincubation","10_6_2000.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA100","Test Chemical","10_6_2000.0_ug/Plate_Propylene glycol phenyl ether_B",2,"day",NA,74,"count",NA,NA,74,0.0839985489728881,"0"
"1751770","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",2000,"ug/Plate",2015-03-05,"Negative","No Activation","N/A","Preincubation","10_6_2000.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA100","Test Chemical","10_6_2000.0_ug/Plate_Propylene glycol phenyl ether_C",2,"day",NA,82,"count",NA,NA,82,0.0832804384096449,"0"
"1751775","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",2000,"ug/Plate",2015-03-05,"Negative","No Activation","N/A","Preincubation","11_6_2000.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA98","Test Chemical","",2,"day",NA,NA,"",1.5,16,16,0.0963995613893441,"0"
"1751779","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",2000,"ug/Plate",2015-03-05,"Negative","No Activation","N/A","Preincubation","12_6_2000.0_ug/Plate_Propylene glycol phenyl ether",NA,"eColi pKM101","Test Chemical","",2,"day",NA,NA,"",10,100,100,0.0819264335909222,"0"
"1751781","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",2000,"ug/Plate",2015-03-05,"Negative","10% RLI","Rat","Preincubation","2_6_2000.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA100","Test Chemical","2_6_2000.0_ug/Plate_Propylene glycol phenyl ether_B",2,"day",NA,83,"count",NA,NA,83,0.0831964539006916,"0"
"1751782","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",2000,"ug/Plate",2015-03-05,"Negative","10% RLI","Rat","Preincubation","2_6_2000.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA100","Test Chemical","2_6_2000.0_ug/Plate_Propylene glycol phenyl ether_C",2,"day",NA,71,"count",NA,NA,71,0.084291571603657,"0"
"1752054","2-Nitrofluorene","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",3,"ug/Plate",2015-02-27,"Negative","No Activation","N/A","Preincubation","5_12_3.0_ug/Plate_2-Nitrofluorene",TRUE,"TA98","Positive Control","",2,"day",NA,NA,"",28.2,791,791,0.12866849551845,"0"
"1752055","2-Nitrofluorene","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",3,"ug/Plate",2015-03-05,"Negative","No Activation","N/A","Preincubation","11_12_3.0_ug/Plate_2-Nitrofluorene",TRUE,"TA98","Positive Control","11_12_3.0_ug/Plate_2-Nitrofluorene_A",2,"day",NA,567,"count",NA,NA,567,0.134427183593792,"0"
"1752057","2-Nitrofluorene","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",3,"ug/Plate",2015-03-05,"Negative","No Activation","N/A","Preincubation","11_12_3.0_ug/Plate_2-Nitrofluorene",TRUE,"TA98","Positive Control","11_12_3.0_ug/Plate_2-Nitrofluorene_C",2,"day",NA,679,"count",NA,NA,679,0.131246799431329,"0"
"1752058","2-Nitrofluorene","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",3,"ug/Plate",2015-03-05,"Negative","No Activation","N/A","Preincubation","11_12_3.0_ug/Plate_2-Nitrofluorene",TRUE,"TA98","Positive Control","",2,"day",NA,NA,"",34.5,635,635,0.132411093815483,"0"
"1752059","No stressor","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",0,"ug/Plate",2015-02-27,"Negative","No Activation","N/A","Preincubation","1_1_0.0_ug/Plate_Dimethyl Sulfoxide",TRUE,"TA100","Vehicle Control","1_1_0.0_ug/Plate_Dimethyl Sulfoxide_A",2,"day",NA,80,"count",NA,NA,80,0,"0"
"1752061","No stressor","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",0,"ug/Plate",2015-02-27,"Negative","No Activation","N/A","Preincubation","1_1_0.0_ug/Plate_Dimethyl Sulfoxide",TRUE,"TA100","Vehicle Control","1_1_0.0_ug/Plate_Dimethyl Sulfoxide_C",2,"day",NA,75,"count",NA,NA,75,0,"0"
"1752062","No stressor","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",0,"ug/Plate",2015-02-27,"Negative","No Activation","N/A","Preincubation","1_1_0.0_ug/Plate_Dimethyl Sulfoxide",TRUE,"TA100","Vehicle Control","",2,"day",NA,NA,"",6,83,83,0,"0"
"1752064","No stressor","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",0,"ug/Plate",2015-02-27,"Negative","No Activation","N/A","Preincubation","5_1_0.0_ug/Plate_Dimethyl Sulfoxide",TRUE,"TA98","Vehicle Control","5_1_0.0_ug/Plate_Dimethyl Sulfoxide_B",2,"day",NA,19,"count",NA,NA,19,0,"0"
"1752065","No stressor","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",0,"ug/Plate",2015-02-27,"Negative","No Activation","N/A","Preincubation","5_1_0.0_ug/Plate_Dimethyl Sulfoxide",TRUE,"TA98","Vehicle Control","5_1_0.0_ug/Plate_Dimethyl Sulfoxide_C",2,"day",NA,17,"count",NA,NA,17,0,"0"
"1752066","No stressor","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",0,"ug/Plate",2015-02-27,"Negative","No Activation","N/A","Preincubation","5_1_0.0_ug/Plate_Dimethyl Sulfoxide",TRUE,"TA98","Vehicle Control","",2,"day",NA,NA,"",0.6,18,18,0,"0"
"1752070","No stressor","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",0,"ug/Plate",2015-02-27,"Negative","No Activation","N/A","Preincubation","6_1_0.0_ug/Plate_Dimethyl Sulfoxide",TRUE,"eColi pKM101","Vehicle Control","",2,"day",NA,NA,"",6.5,137,137,0,"0"
"1752071","No stressor","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",0,"ug/Plate",2015-02-27,"Negative","10% RLI","Rat","Preincubation","7_1_0.0_ug/Plate_Dimethyl Sulfoxide",TRUE,"TA100","Vehicle Control","7_1_0.0_ug/Plate_Dimethyl Sulfoxide_A",2,"day",NA,86,"count",NA,NA,86,0,"0"
"1752072","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",2000,"ug/Plate",2015-03-05,"Negative","10% RLI","Rat","Preincubation","2_6_2000.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA100","Test Chemical","",2,"day",NA,NA,"",5.5,73,73,0.0840946569746511,"0"
"1752073","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",2000,"ug/Plate",2015-03-05,"Negative","10% RLI","Rat","Preincubation","3_6_2000.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA98","Test Chemical","3_6_2000.0_ug/Plate_Propylene glycol phenyl ether_A",2,"day",NA,19,"count",NA,NA,19,0.0948286033043297,"0"
"1752075","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",2000,"ug/Plate",2015-03-05,"Negative","10% RLI","Rat","Preincubation","3_6_2000.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA98","Test Chemical","3_6_2000.0_ug/Plate_Propylene glycol phenyl ether_C",2,"day",NA,23,"count",NA,NA,23,0.0931411189644881,"0"
"1752076","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",2000,"ug/Plate",2015-03-05,"Negative","10% RLI","Rat","Preincubation","3_6_2000.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA98","Test Chemical","",2,"day",NA,NA,"",2,23,23,0.0931411189644881,"0"
"1752077","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",2000,"ug/Plate",2015-03-05,"Negative","10% RLI","Rat","Preincubation","4_6_2000.0_ug/Plate_Propylene glycol phenyl ether",NA,"eColi pKM101","Test Chemical","4_6_2000.0_ug/Plate_Propylene glycol phenyl ether_A",2,"day",NA,120,"count",NA,NA,120,0.0807207119557428,"0"
"1752081","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",300,"ug/Plate",2015-03-05,"Negative","No Activation","N/A","Preincubation","10_2_300.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA100","Test Chemical","10_2_300.0_ug/Plate_Propylene glycol phenyl ether_A",2,"day",NA,70,"count",NA,NA,70,0.100479511169733,"0"
"1752082","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",300,"ug/Plate",2015-03-05,"Negative","No Activation","N/A","Preincubation","10_2_300.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA100","Test Chemical","10_2_300.0_ug/Plate_Propylene glycol phenyl ether_B",2,"day",NA,78,"count",NA,NA,78,0.0993987241822106,"0"
"1752083","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",300,"ug/Plate",2015-03-05,"Negative","No Activation","N/A","Preincubation","10_2_300.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA100","Test Chemical","10_2_300.0_ug/Plate_Propylene glycol phenyl ether_C",2,"day",NA,78,"count",NA,NA,78,0.0993987241822106,"0"
"1752084","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",300,"ug/Plate",2015-03-05,"Negative","No Activation","N/A","Preincubation","10_2_300.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA100","Test Chemical","",2,"day",NA,NA,"",2.7,75,75,0.0997877455956775,"0"
"1752086","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",300,"ug/Plate",2015-03-05,"Negative","No Activation","N/A","Preincubation","11_2_300.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA98","Test Chemical","11_2_300.0_ug/Plate_Propylene glycol phenyl ether_B",2,"day",NA,11,"count",NA,NA,11,0.123431223898554,"0"
"1752087","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",300,"ug/Plate",2015-03-05,"Negative","No Activation","N/A","Preincubation","11_2_300.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA98","Test Chemical","11_2_300.0_ug/Plate_Propylene glycol phenyl ether_C",2,"day",NA,21,"count",NA,NA,21,0.114307858495525,"0"
"1752088","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",300,"ug/Plate",2015-03-05,"Negative","No Activation","N/A","Preincubation","11_2_300.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA98","Test Chemical","",2,"day",NA,NA,"",2.9,16,16,0.117975012746751,"0"
"1794773","Echinacea purpurea extract","Genetic Toxicity Evaluation of Echinacea Purpurea Extract in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G99067EIR","002-03274-0007-0000-5","NTP","Equivocal","G99067EIR",1500,"ug/Plate",2015-03-17,"Weakly Positive","No Activation","N/A","Preincubation","1_5_1500.0_ug/Plate_Echinacea purpurea extract",NA,"TA100","Test Chemical","",2,"day",NA,NA,"",9.4,94,94,0.0843418142443918,"0"
"1794774","Echinacea purpurea extract","Genetic Toxicity Evaluation of Echinacea Purpurea Extract in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G99067EIR","002-03274-0007-0000-5","NTP","Equivocal","G99067EIR",1500,"ug/Plate",2015-03-17,"Equivocal","No Activation","N/A","Preincubation","7_5_1500.0_ug/Plate_Echinacea purpurea extract",NA,"TA98","Test Chemical","7_5_1500.0_ug/Plate_Echinacea purpurea extract_A",2,"day",NA,18,"count",NA,NA,18,0.0980047012650687,"0"
"1794776","Echinacea purpurea extract","Genetic Toxicity Evaluation of Echinacea Purpurea Extract in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G99067EIR","002-03274-0007-0000-5","NTP","Equivocal","G99067EIR",1500,"ug/Plate",2015-03-17,"Equivocal","No Activation","N/A","Preincubation","7_5_1500.0_ug/Plate_Echinacea purpurea extract",NA,"TA98","Test Chemical","7_5_1500.0_ug/Plate_Echinacea purpurea extract_C",2,"day",NA,16,"count",NA,NA,16,0.0991492094645069,"0"
"1794777","Echinacea purpurea extract","Genetic Toxicity Evaluation of Echinacea Purpurea Extract in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G99067EIR","002-03274-0007-0000-5","NTP","Equivocal","G99067EIR",1500,"ug/Plate",2015-03-17,"Equivocal","No Activation","N/A","Preincubation","7_5_1500.0_ug/Plate_Echinacea purpurea extract",NA,"TA98","Test Chemical","",2,"day",NA,NA,"",1.5,16,16,0.0991492094645069,"0"
"1794778","Echinacea purpurea extract","Genetic Toxicity Evaluation of Echinacea Purpurea Extract in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G99067EIR","002-03274-0007-0000-5","NTP","Equivocal","G99067EIR",1500,"ug/Plate",2015-03-17,"Negative","No Activation","N/A","Preincubation","8_5_1500.0_ug/Plate_Echinacea purpurea extract",NA,"eColi pKM101","Test Chemical","8_5_1500.0_ug/Plate_Echinacea purpurea extract_A",2,"day",NA,131,"count",NA,NA,131,0.0820451041118846,"0"
"1794780","Echinacea purpurea extract","Genetic Toxicity Evaluation of Echinacea Purpurea Extract in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G99067EIR","002-03274-0007-0000-5","NTP","Equivocal","G99067EIR",1500,"ug/Plate",2015-03-17,"Negative","No Activation","N/A","Preincubation","8_5_1500.0_ug/Plate_Echinacea purpurea extract",NA,"eColi pKM101","Test Chemical","8_5_1500.0_ug/Plate_Echinacea purpurea extract_C",2,"day",NA,125,"count",NA,NA,125,0.0823619148745774,"0"
"1794782","Echinacea purpurea extract","Genetic Toxicity Evaluation of Echinacea Purpurea Extract in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G99067EIR","002-03274-0007-0000-5","NTP","Equivocal","G99067EIR",1500,"ug/Plate",2015-03-17,"Negative","10% RLI","Rat","Preincubation","9_5_1500.0_ug/Plate_Echinacea purpurea extract",NA,"TA100","Test Chemical","9_5_1500.0_ug/Plate_Echinacea purpurea extract_A",2,"day",NA,81,"count",NA,NA,81,0.0854140951307921,"0"
"1794783","Echinacea purpurea extract","Genetic Toxicity Evaluation of Echinacea Purpurea Extract in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G99067EIR","002-03274-0007-0000-5","NTP","Equivocal","G99067EIR",1500,"ug/Plate",2015-03-17,"Negative","10% RLI","Rat","Preincubation","9_5_1500.0_ug/Plate_Echinacea purpurea extract",NA,"TA100","Test Chemical","9_5_1500.0_ug/Plate_Echinacea purpurea extract_B",2,"day",NA,85,"count",NA,NA,85,0.0850638753397803,"0"
"1794784","Echinacea purpurea extract","Genetic Toxicity Evaluation of Echinacea Purpurea Extract in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G99067EIR","002-03274-0007-0000-5","NTP","Equivocal","G99067EIR",1500,"ug/Plate",2015-03-17,"Negative","10% RLI","Rat","Preincubation","9_5_1500.0_ug/Plate_Echinacea purpurea extract",NA,"TA100","Test Chemical","9_5_1500.0_ug/Plate_Echinacea purpurea extract_C",2,"day",NA,97,"count",NA,NA,97,0.0841189244155819,"0"
"1794785","Echinacea purpurea extract","Genetic Toxicity Evaluation of Echinacea Purpurea Extract in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G99067EIR","002-03274-0007-0000-5","NTP","Equivocal","G99067EIR",1500,"ug/Plate",2015-03-17,"Negative","10% RLI","Rat","Preincubation","9_5_1500.0_ug/Plate_Echinacea purpurea extract",NA,"TA100","Test Chemical","",2,"day",NA,NA,"",4.8,88,88,0.0848136337328459,"0"
"1794787","Echinacea purpurea extract","Genetic Toxicity Evaluation of Echinacea Purpurea Extract in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G99067EIR","002-03274-0007-0000-5","NTP","Equivocal","G99067EIR",250,"ug/Plate",2015-03-17,"Negative","10% RLI","Rat","Preincubation","10_2_250.0_ug/Plate_Echinacea purpurea extract",NA,"TA98","Test Chemical","10_2_250.0_ug/Plate_Echinacea purpurea extract_B",2,"day",NA,14,"count",NA,NA,14,0.122541236925622,"0"
